Model,Engine_Size,Mileage,Doors,Owner_Count,Price,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic,Car_Age
Malibu,0.275,0.0789305219357033,4,4,0.7745537083614502,False,True,False,False,False,False,False,False,False,True,False,False,True,False,2
Focus,0.625,0.7068304425817379,4,4,0.41463713882583886,False,False,True,False,False,False,False,False,False,False,False,True,False,True,7
Sonata,0.15000000000000002,0.46174672081407836,4,2,0.4250659468744249,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10
E-Class,0.625,0.6770793739705656,3,2,0.17409974848168827,False,False,False,False,False,False,True,False,False,False,True,False,False,True,24
Equinox,0.15000000000000002,0.5651102620014536,5,2,0.6569535611312189,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2
Equinox,0.25,0.17629583691759856,3,2,0.4994785595975707,False,True,False,False,False,False,False,False,False,False,False,True,False,True,8
CR-V,0.32499999999999996,0.3158187795493495,2,1,0.3438439359548494,False,False,False,True,False,False,False,False,False,False,True,False,False,False,23
Passat,0.625,0.34954421482918896,3,2,0.6319857677443101,False,False,False,False,False,False,False,False,True,True,False,False,False,False,14
Tiguan,0.8500000000000001,0.9851594747967805,4,3,0.36746211888841174,False,False,False,False,False,False,False,False,True,False,False,True,False,False,12
Impala,0.925,0.3297323970899101,4,2,0.4675173302251395,False,True,False,False,False,False,False,False,False,False,True,False,False,True,19
X5,0.8999999999999999,0.6383092937497082,5,2,0.642291883933501,True,False,False,False,False,False,False,False,False,False,True,False,False,True,3
Tiguan,0.525,0.28777148725335255,5,5,0.4400343537206306,False,False,False,False,False,False,False,False,True,False,True,False,True,False,16
CR-V,0.625,0.5216956408666253,4,4,0.2496779338690878,False,False,False,True,False,False,False,False,False,False,True,False,True,False,23
Focus,0.35,0.7874280646301371,4,2,0.4034108336911846,False,False,True,False,False,False,False,False,False,True,False,False,False,False,14
Camry,0.7749999999999999,0.783206967144791,5,5,0.4908287835102141,False,False,False,False,False,False,False,True,False,True,False,False,True,False,10
3 Series,0.32499999999999996,0.4153146484752703,4,5,0.33175878780442913,True,False,False,False,False,False,False,False,False,True,False,False,True,False,20
Accord,0.5,0.8808490207453938,3,1,0.19109257100791363,False,False,False,True,False,False,False,False,False,False,False,True,True,False,14
Optima,0.07500000000000001,0.09554150745860591,5,4,0.5046316176921661,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7
Q5,0.875,0.49978661118557494,4,4,0.7300779093307159,False,False,False,False,False,False,False,False,False,True,False,False,False,True,4
Camry,0.22499999999999998,0.8135315181947306,5,1,0.1729341758174345,False,False,False,False,False,False,False,True,False,False,True,False,True,False,16
X5,0.55,0.6400530804675882,2,5,0.126372615176983,True,False,False,False,False,False,False,False,False,False,False,True,False,True,23
Passat,0.725,0.38471669300684846,2,2,0.8092141586405742,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5
Accord,0.15000000000000002,0.478681123758844,4,5,0.3452548923378934,False,False,False,True,False,False,False,False,False,False,False,True,False,True,9
Accord,0.09999999999999998,0.12647621714979226,4,4,0.5791055763450095,False,False,False,True,False,False,False,False,False,False,True,False,True,False,6
Passat,0.5,0.8831862951033935,5,1,0.503097969449727,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
Golf,0.5,0.19139642973839865,3,5,0.7576835776946199,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2
3 Series,0.09999999999999998,0.05882196037636452,3,1,0.6898963253788111,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3
GLA,0.04999999999999999,0.2953267849640907,2,3,0.2961781485798417,False,False,False,False,False,False,True,False,False,False,False,False,True,False,14
Corolla,0.25,0.10834150212388555,2,5,0.34040856389178575,False,False,False,False,False,False,False,True,False,False,False,True,False,False,23
Focus,0.575,0.10870826414867867,2,5,0.7267652291270474,False,False,True,False,False,False,False,False,False,True,False,False,False,True,8
Accord,0.475,0.9154813584865398,3,1,0.13545181277222254,False,False,False,True,False,False,False,False,False,False,False,True,False,False,21
Civic,0.25,0.9721160835150472,4,2,0.21274768419115395,False,False,False,True,False,False,False,False,False,False,True,False,False,True,11
Malibu,0.275,0.28480738325297916,4,1,0.404331022636648,False,True,False,False,False,False,False,False,False,True,False,False,False,False,23
Equinox,0.09999999999999998,0.054487500083355005,4,4,0.45837678670020243,False,True,False,False,False,False,False,False,False,False,True,False,False,False,19
Accord,0.7,0.12114149678916519,2,5,0.43997300779093307,False,False,False,True,False,False,False,False,False,True,False,False,False,True,25
Fiesta,0.55,0.3017684597995479,3,3,0.2692472854426109,False,False,True,False,False,False,False,False,False,False,False,True,False,True,22
Passat,0.575,0.5764765505698148,2,2,0.658916630881541,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4
5 Series,0.525,0.06003894345863258,5,2,0.6833323109011717,True,False,False,False,False,False,False,False,False,False,False,False,True,False,4
A4,0.75,0.4872833603403552,2,4,0.7224096681185204,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3
Golf,0.925,0.37666793366275236,5,4,0.3766640083430465,False,False,False,False,False,False,False,False,True,False,True,False,False,True,23
Sportage,0.825,0.9527743880075487,4,1,0.133979510459481,False,False,False,False,False,True,False,False,False,False,False,True,False,False,25
3 Series,0.175,0.3307059835557245,2,3,0.209496349917183,True,False,False,False,False,False,False,False,False,False,True,False,True,False,23
Civic,0.44999999999999996,0.8173425090523536,2,1,0.2512729280412245,False,False,False,True,False,False,False,False,False,True,False,False,True,False,18
Rio,0.925,0.5670807743346603,5,3,0.7359671185816821,False,False,False,False,False,True,False,False,False,True,False,False,True,False,3
Tucson,0.6,0.47369316022165764,5,4,0.44524875774492356,False,False,False,False,True,False,False,False,False,False,True,False,False,True,13
5 Series,0.9750000000000001,0.3923886877254753,4,2,0.8431998036930249,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3
Malibu,0.625,0.19885170144237502,3,1,0.7978651616465248,False,True,False,False,False,False,False,False,False,True,False,False,False,False,8
Civic,0.025000000000000022,0.4300951580744327,5,2,0.25881847739402497,False,False,False,True,False,False,False,False,False,False,False,True,False,True,13
C-Class,0.4,0.3839264875534306,2,4,0.3003496717992761,False,False,False,False,False,False,True,False,False,False,True,False,False,False,25
A4,0.5,0.05506431672234781,2,1,0.4643273418808662,False,False,False,False,False,False,False,False,False,False,True,False,True,False,19
A3,0.725,0.1867052100212722,4,4,0.4465370222685725,False,False,False,False,False,False,False,False,False,False,False,True,True,False,17
Rio,0.475,0.3272017391188376,2,4,0.6402061223237838,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7
Focus,0.2,0.10401371023132683,4,1,0.6303294276424759,False,False,True,False,False,False,False,False,False,False,True,False,False,True,5
Impala,0.7749999999999999,0.12702636018698193,4,2,0.3703453775841973,False,True,False,False,False,False,False,False,False,False,False,False,True,False,23
A3,0.275,0.8073099005741493,4,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,25
Camry,0.125,0.04736898260214323,5,1,0.7186675664069689,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2
GLA,0.65,0.6133094604597195,2,5,0.34476412490031283,False,False,False,False,False,False,True,False,False,False,False,False,True,False,13
Explorer,0.625,0.40901301004927954,4,4,0.5610698730139255,False,False,True,False,False,False,False,False,False,False,False,True,False,False,10
Passat,0.42500000000000004,0.9842392355345723,2,3,0.5149990798110545,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5
Impala,0.95,0.6182874213962297,2,5,0.3858658977976811,False,True,False,False,False,False,False,False,False,False,True,False,True,False,18
A3,0.09999999999999998,0.1946872853608605,3,1,0.42518863873381996,False,False,False,False,False,False,False,False,False,False,True,False,True,False,13
Explorer,0.95,0.4532578470402305,4,2,0.3484448806821667,False,False,True,False,False,False,False,False,False,False,False,False,False,True,20
RAV4,0.15000000000000002,0.5245563846600115,2,5,0.23630452119501874,False,False,False,False,False,False,False,True,False,False,False,True,False,True,14
Fiesta,0.95,0.058945325784704024,4,1,0.5671431200539844,False,False,True,False,False,False,False,False,False,False,False,False,False,True,16
Tucson,0.625,0.8099305819513073,5,1,0.3399177964542053,False,False,False,False,True,False,False,False,False,False,False,True,False,True,9
Camry,0.09999999999999998,0.4638739405578784,4,4,0.4426722286976259,False,False,False,False,False,False,False,True,False,True,False,False,False,False,15
5 Series,0.0,0.8555724488366976,5,1,0.2249555242009693,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11
Tucson,0.30000000000000004,0.01152633017917992,4,1,0.2778970615299675,False,False,False,False,True,False,False,False,False,False,False,True,True,False,24
Q5,0.8,0.6084415281306473,4,4,0.6716765842586344,False,False,False,False,False,False,False,False,False,True,False,False,True,False,4
Passat,0.475,0.8927221077480145,2,3,0.19900619593889948,False,False,False,False,False,False,False,False,True,False,False,False,False,True,13
Equinox,0.2,0.944168817225812,5,3,0.09416600208576162,False,True,False,False,False,False,False,False,False,False,False,False,True,False,14
Sonata,0.9750000000000001,0.32126686271763993,3,5,0.43997300779093307,False,False,False,False,True,False,False,False,False,False,False,True,False,True,18
Tiguan,0.025000000000000022,0.4976360520401972,5,2,0.12355070241089505,False,False,False,False,False,False,False,False,True,False,False,True,False,True,19
Optima,0.375,0.6854748901381026,4,3,0.4777007545549353,False,False,False,False,False,True,False,False,False,False,True,False,False,False,9
5 Series,0.95,0.5082254719560418,4,2,0.4508925832770996,True,False,False,False,False,False,False,False,False,True,False,False,False,True,20
Rio,0.04999999999999999,0.01652096211681704,5,5,0.5275749953990553,False,False,False,False,False,True,False,False,False,False,False,True,False,True,7
A3,0.8999999999999999,0.7889417915324651,5,4,0.5010122078400098,False,False,False,False,False,False,False,False,False,True,False,False,False,True,11
Fiesta,0.525,0.01264328725468622,3,1,0.7191583338445494,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3
A4,0.5,0.9045651869486067,5,3,0.4768419115391693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
A4,0.95,0.4646208014083662,4,5,0.46083062388810503,False,False,False,False,False,False,False,False,False,False,True,False,False,True,17
Fiesta,0.65,0.22025059848894046,2,3,0.6795902091896203,False,False,True,False,False,False,False,False,False,False,True,False,False,True,6
X5,0.8999999999999999,0.1258893979101233,5,5,0.8922152015213791,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3
Accord,0.32499999999999996,0.4934049519541748,4,1,0.5299674866572602,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6
CR-V,0.5,0.4553650615826782,5,5,0.5685540764370284,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2
X5,0.475,0.19735464554117405,2,1,0.3812649530703638,True,False,False,False,False,False,False,False,False,False,False,True,False,False,22
Elantra,0.575,0.25759364101333015,3,2,0.6719833139071223,False,False,False,False,True,False,False,False,False,True,False,False,False,False,13
Sonata,0.875,0.25718020018538157,4,1,0.5616833323109012,False,False,False,False,True,False,False,False,False,True,False,False,False,True,18
Corolla,0.375,0.6415601389694654,2,5,0.37733881356971966,False,False,False,False,False,False,False,True,False,False,False,True,True,False,7
Explorer,0.32499999999999996,0.337124318989604,4,4,0.6917980491994357,False,False,True,False,False,False,False,False,False,True,False,False,True,False,2
Optima,0.95,0.6317609245070385,5,4,0.5281271087663334,False,False,False,False,False,True,False,False,False,False,True,False,False,True,10
Camry,0.95,0.7235014437086976,5,4,0.3900987669468131,False,False,False,False,False,False,False,True,False,True,False,False,False,True,19
Sportage,0.65,0.3271683971165837,2,1,0.44396049322127473,False,False,False,False,False,True,False,False,False,True,False,False,False,False,25
Explorer,0.625,0.1476350517801295,5,5,0.6633335378197657,False,False,True,False,False,False,False,False,False,False,True,False,False,False,13
C-Class,0.44999999999999996,0.24223631477517488,5,3,0.6592233605300288,False,False,False,False,False,False,True,False,False,False,True,False,False,False,9
Fiesta,1.0,0.8389914711158234,2,1,0.255567143120054,False,False,True,False,False,False,False,False,False,False,False,False,True,False,18
Fiesta,0.7,0.5310180646968211,5,2,0.32599227041285816,False,False,True,False,False,False,False,False,False,True,False,False,False,True,23
Equinox,0.375,0.6017964670814412,4,5,0.29992025029139313,False,True,False,False,False,False,False,False,False,False,False,False,False,True,12
A4,0.25,0.08390181447176266,4,1,0.5518679835592908,False,False,False,False,False,False,False,False,False,False,False,True,False,False,12
Tiguan,0.2,0.7190569548082502,2,1,0.1954481320164407,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18
Explorer,0.575,0.8049726262161495,2,3,0.20673578308079257,False,False,True,False,False,False,False,False,False,False,True,False,False,True,19
X5,0.04999999999999999,0.27757550296410405,2,3,0.4069688976136433,True,False,False,False,False,False,False,False,False,True,False,False,False,False,20
A3,0.7749999999999999,0.23289388574362668,5,2,0.42340960677259065,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23
Civic,0.725,0.9814751835477225,5,4,0.3074657996441936,False,False,False,True,False,False,False,False,False,False,True,False,False,False,17
Passat,0.04999999999999999,0.7594674615400003,3,5,0.22348322188822775,False,False,False,False,False,False,False,False,True,False,True,False,True,False,12
A4,0.95,0.9358166456612053,5,5,0.44083185080669895,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17
A4,0.8,0.08378845166409934,3,2,0.7052328078032023,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6
Corolla,0.55,0.42917825301244994,5,2,0.4923010858229556,False,False,False,False,False,False,False,True,False,True,False,False,False,True,14
5 Series,0.675,0.3103306859783544,5,5,0.5176369547880498,True,False,False,False,False,False,False,False,False,False,False,True,False,True,10
Equinox,0.0,0.8837030961383293,2,2,0.3188761425679406,False,True,False,False,False,False,False,False,False,True,False,False,False,True,7
Optima,0.2,0.5661705376731283,4,2,0.5338936261579044,False,False,False,False,False,True,False,False,False,False,True,False,False,False,6
RAV4,0.9750000000000001,0.9997499349830956,5,5,0.33139071222624383,False,False,False,False,False,False,False,True,False,True,False,False,False,True,17
Rio,0.07500000000000001,0.0972019391708511,3,4,0.3383841482117662,False,False,False,False,False,True,False,False,False,False,False,True,False,True,16
Fiesta,0.275,0.40165109595161413,2,1,0.5146923501625668,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3
CR-V,0.525,0.22968305092657423,4,2,0.40003680755781856,False,False,False,True,False,False,False,False,False,False,False,True,False,True,16
Rio,0.375,0.11989450590486861,5,5,0.3668486595914361,False,False,False,False,False,True,False,False,False,False,False,True,True,False,18
Passat,0.65,0.8973099672581538,2,4,0.15440770504877002,False,False,False,False,False,False,False,False,True,False,True,False,False,True,21
RAV4,0.15000000000000002,0.724475030174512,3,2,0.0891356358505613,False,False,False,False,False,False,False,True,False,False,False,False,False,True,18
Equinox,0.675,0.5839451590746927,2,5,0.41077234525489237,False,True,False,False,False,False,False,False,False,True,False,False,True,False,17
Malibu,0.525,0.21919365701749122,4,2,0.7658425863443961,False,True,False,False,False,False,False,False,False,True,False,False,True,False,3
3 Series,0.175,0.9575723021318876,5,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,25
Tucson,0.5,0.8682657490947646,2,5,0.48408073124348194,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10
Impala,0.8,0.9100999593227572,4,5,0.37052941537329,False,True,False,False,False,False,False,False,False,False,True,False,True,False,11
GLA,0.6,0.7016957742346344,5,5,0.1895589227654745,False,False,False,False,False,False,True,False,False,False,False,False,True,False,19
CR-V,0.8500000000000001,0.5634398276885323,4,2,0.2097417336359733,False,False,False,True,False,False,False,False,False,False,False,False,True,False,24
Optima,0.375,0.19681450510466053,5,2,0.5164100361940985,False,False,False,False,False,True,False,False,False,True,False,False,True,False,15
Explorer,0.75,0.3996639126172805,5,4,0.3559290841052696,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23
Q5,0.30000000000000004,0.8971765992491381,4,5,0.2096190417765781,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10
Elantra,0.7749999999999999,0.7630250531804936,2,3,0.26513710815287406,False,False,False,False,True,False,False,False,False,False,False,False,False,True,16
Rio,0.7749999999999999,0.6980081487853509,3,3,0.23998527697687258,False,False,False,False,False,True,False,False,False,False,True,False,True,False,22
Civic,0.75,0.7517687932195705,5,1,0.25703944543279555,False,False,False,True,False,False,False,False,False,True,False,False,True,False,23
Tiguan,0.825,0.0683844466227886,3,5,0.8029568738114227,False,False,False,False,False,False,False,False,True,True,False,False,False,True,8
A3,0.75,0.35408539553617274,4,4,0.39721489479173056,False,False,False,False,False,False,False,False,False,False,True,False,True,False,20
Focus,0.725,0.005381399163782583,4,5,0.8384148211766149,False,False,True,False,False,False,False,False,False,True,False,False,False,True,6
Focus,0.25,0.9255206353651949,3,4,0.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,25
Fiesta,0.42500000000000004,0.27906255626462884,5,1,0.4002821912766088,False,False,True,False,False,False,False,False,False,False,True,False,False,True,17
Accord,0.2,0.14615133267983008,2,3,0.6454818722777743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5
RAV4,0.875,0.040457185534905744,2,4,0.7089135635850561,False,False,False,False,False,False,False,True,False,False,True,False,False,False,16
Fiesta,0.525,0.3965864458092438,3,2,0.6514937733881357,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4
Sonata,0.9750000000000001,0.5681743920085889,5,2,0.551561253910803,False,False,False,False,True,False,False,False,False,False,False,True,False,True,7
CR-V,1.0,0.9902808063429825,5,5,0.4453101036746212,False,False,False,True,False,False,False,False,False,False,True,False,True,False,8
Fiesta,0.275,0.4099799281146432,4,1,0.5116250536776885,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8
Impala,0.07500000000000001,0.4855829182254053,4,3,0.14023679528863262,False,True,False,False,False,False,False,False,False,False,False,False,False,False,24
GLA,0.65,0.6930735324517707,2,2,0.24182565486779953,False,False,False,False,False,False,True,False,False,False,False,True,False,False,22
Tucson,0.35,0.38895779569354705,2,3,0.5009508619103122,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10
3 Series,0.30000000000000004,0.41246390728256016,3,2,0.4064167842463653,True,False,False,False,False,False,False,False,False,False,False,True,False,True,9
Corolla,0.725,0.11383626409533146,3,4,0.7862094350039874,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5
Tiguan,0.6,0.06658731270130235,3,2,0.3680755781853874,False,False,False,False,False,False,False,False,True,False,False,False,True,False,22
Focus,0.8999999999999999,0.6881122425163876,5,5,0.5319305564075824,False,False,True,False,False,False,False,False,False,False,True,False,False,False,13
Camry,0.95,0.47502017191136364,2,2,0.5981228145512545,False,False,False,False,False,False,False,True,False,False,False,True,True,False,6
C-Class,0.65,0.5792272657557631,4,5,0.2346481810931845,False,False,False,False,False,False,True,False,False,False,True,False,False,True,23
Sonata,0.04999999999999999,0.7423130013803588,3,4,0.2604748174958592,False,False,False,False,True,False,False,False,False,False,False,True,False,False,12
Impala,0.9750000000000001,0.3403018118044025,5,5,0.8010551499907981,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3
Sonata,0.44999999999999996,0.8684057855042311,3,1,0.3858658977976811,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8
C-Class,0.6,0.9271277198738339,3,2,0.2047727133304705,False,False,False,False,False,False,True,False,False,False,True,False,False,True,17
RAV4,0.65,0.6911663699228466,5,2,0.21182749524569047,False,False,False,False,False,False,False,True,False,False,True,False,False,True,22
Malibu,0.44999999999999996,0.7699768606504358,4,1,0.44046377522851354,False,True,False,False,False,False,False,False,False,False,False,True,False,False,7
Passat,0.875,0.2169197324637739,3,3,0.6256057910557634,False,False,False,False,False,False,False,False,True,False,True,False,False,True,12
Tiguan,0.8500000000000001,0.3253745973953228,4,4,0.7451690080363168,False,False,False,False,False,False,False,False,True,False,True,False,True,False,3
Tiguan,0.55,0.24381672568201065,4,4,0.41322618244279496,False,False,False,False,False,False,False,False,True,True,False,False,False,True,22
Fiesta,0.75,0.7006254959622835,2,2,0.47211827495245684,False,False,True,False,False,False,False,False,False,False,True,False,False,False,14
Sportage,0.09999999999999998,0.815788771747321,3,4,0.4604625483099196,False,False,False,False,False,True,False,False,False,True,False,False,False,True,2
Rio,0.30000000000000004,0.9145011036202746,3,5,0.12962394945095393,False,False,False,False,False,True,False,False,False,False,False,True,False,True,14
A4,0.725,0.5156640726588912,3,3,0.7242500460094473,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
Q5,0.8500000000000001,0.4978361040537207,5,3,0.7001410956383044,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7
E-Class,0.75,0.9043117877314768,4,2,0.2806576283663579,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17
C-Class,0.375,0.3298757676996019,3,4,0.29568738114226123,False,False,False,False,False,False,True,False,False,False,True,False,True,False,21
Tiguan,0.07500000000000001,0.5471255859856896,5,2,0.39365683086927183,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4
Golf,0.22499999999999998,0.0816545635198485,2,5,0.8348567572541562,False,False,False,False,False,False,False,False,True,True,False,False,False,False,3
Rio,0.35,0.6033402017857976,5,2,0.5692902275933992,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
Accord,0.5,0.14148678656450678,4,1,0.7514876387951659,False,False,False,True,False,False,False,False,False,True,False,False,True,False,5
Focus,0.15000000000000002,0.04943952094211162,3,3,0.42340960677259065,False,False,True,False,False,False,False,False,False,True,False,False,False,True,20
Golf,0.275,0.23426424203626275,3,1,0.2634194221213423,False,False,False,False,False,False,False,False,True,False,False,False,False,False,25
5 Series,0.32499999999999996,0.9030314548449263,2,1,0.3485675725415619,True,False,False,False,False,False,False,False,False,False,True,False,False,True,6
Camry,0.75,0.421122825267903,5,2,0.4952456904484387,False,False,False,False,False,False,False,True,False,False,False,False,False,True,10
Focus,0.7,0.7559098698995071,4,4,0.2555057971903564,False,False,True,False,False,False,False,False,False,False,True,False,False,False,24
3 Series,0.875,0.9148245210421376,4,3,0.1908471872891234,True,False,False,False,False,False,False,False,False,True,False,False,False,True,25
Sonata,0.275,0.7591006995152073,4,3,0.43224342064904,False,False,False,False,True,False,False,False,False,True,False,False,False,False,12
Camry,0.675,0.24828788818426123,4,1,0.663149500030673,False,False,False,False,False,False,False,True,False,True,False,False,False,True,10
Fiesta,0.475,0.45252432299064427,4,4,0.5450585853628611,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
Optima,0.5,0.10262668293756377,5,3,0.477455370836145,False,False,False,False,False,True,False,False,False,False,False,False,True,False,14
C-Class,0.125,0.6647661725381933,3,5,0.522115207655972,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2
Optima,0.025000000000000022,0.9664379405312048,3,3,0.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,25
A3,0.8999999999999999,0.9742599742599742,2,1,0.4757376848046132,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2
Accord,0.09999999999999998,0.3671187842172298,2,5,0.5151217716704497,False,False,False,True,False,False,False,False,False,True,False,False,False,True,8
Sonata,0.725,0.9645541174038583,3,2,0.31366173854364765,False,False,False,False,True,False,False,False,False,False,True,False,False,False,17
Sportage,0.44999999999999996,0.9388140916638326,5,5,0.42132384516287347,False,False,False,False,False,True,False,False,False,False,True,False,True,False,3
Passat,0.8999999999999999,0.0954648208534219,4,4,0.8788417888473099,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6
Tucson,0.15000000000000002,0.6990784270577016,5,5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,24
Golf,0.375,0.9884403278185662,2,3,0.10244770259493283,False,False,False,False,False,False,False,False,True,False,False,False,True,False,15
Impala,0.09999999999999998,0.6448343235908003,5,3,0.10618980430648428,False,True,False,False,False,False,False,False,False,False,False,False,True,False,18
Optima,0.32499999999999996,0.47346643460633103,2,4,0.16925342003558067,False,False,False,False,False,True,False,False,False,False,False,True,False,True,21
Golf,0.8999999999999999,0.04202092544061456,2,1,0.4936506962763021,False,False,False,False,False,False,False,False,True,False,True,False,True,False,23
Golf,0.925,0.30514267042764454,3,1,0.7955953622477149,False,False,False,False,False,False,False,False,True,True,False,False,False,False,10
Sonata,0.9750000000000001,0.10056948139849695,5,1,0.5211950187105086,False,False,False,False,True,False,False,False,False,False,False,False,False,True,18
Corolla,0.15000000000000002,0.22394822653890012,2,4,0.438991472915772,False,False,False,False,False,False,False,True,False,False,False,True,False,True,9
Explorer,1.0,0.8285554244103467,3,2,0.21035519293294888,False,False,True,False,False,False,False,False,False,False,True,False,True,False,24
5 Series,0.5,0.8197564700155373,3,1,0.06637629593276487,True,False,False,False,False,False,False,False,False,False,False,False,False,True,22
RAV4,0.09999999999999998,0.5101293002847407,4,1,0.24164161707870682,False,False,False,False,False,False,False,True,False,True,False,False,True,False,20
Focus,0.375,0.03274851461379959,4,4,0.6933930433715723,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2
Camry,0.95,0.13505178012950034,2,3,0.5943807128397031,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13
X5,0.7,0.6307239882369415,3,5,0.31384577633274036,True,False,False,False,False,False,False,False,False,False,False,False,True,False,15
Tiguan,0.625,0.9632604477164063,3,3,0.04423041531194405,False,False,False,False,False,False,False,False,True,False,False,True,True,False,22
Optima,0.42500000000000004,0.5135668607171198,5,4,0.510275443224342,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3
Tiguan,0.875,0.5614926547569035,5,5,0.42518863873381996,False,False,False,False,False,False,False,False,True,False,True,False,True,False,16
Tiguan,0.025000000000000022,0.17926994351864817,3,5,0.40635543831666765,False,False,False,False,False,False,False,False,True,False,False,True,False,True,10
Explorer,0.8,0.6189442588406319,2,4,0.15864057419790198,False,False,True,False,False,False,False,False,False,False,False,True,True,False,25
Sonata,0.125,0.7772320803408886,4,1,0.13723084473345196,False,False,False,False,True,False,False,False,False,False,False,False,False,True,14
5 Series,0.04999999999999999,0.8481138429324958,4,1,0.3749463223115146,True,False,False,False,False,False,False,False,False,False,True,False,False,False,7
Tiguan,0.5,0.33242309667180137,5,1,0.47880498128949145,False,False,False,False,False,False,False,False,True,True,False,False,False,True,16
Tucson,0.375,0.753602603343536,3,1,0.13980737378074967,False,False,False,False,True,False,False,False,False,False,True,False,False,True,21
Corolla,0.275,0.06739418915584719,5,3,0.3800380344764125,False,False,False,False,False,False,False,True,False,False,False,False,True,False,17
Rio,0.8999999999999999,0.7893018851568074,3,5,0.6419238083553156,False,False,False,False,False,True,False,False,False,False,True,False,False,False,5
Fiesta,0.25,0.2743179893438961,3,2,0.4081958162075946,False,False,True,False,False,False,False,False,False,False,False,True,False,True,11
Impala,0.44999999999999996,0.2122151759457459,3,3,0.4310165020550887,False,True,False,False,False,False,False,False,False,False,True,False,False,True,17
Tucson,0.575,0.4160615093257581,5,5,0.45414391755107053,False,False,False,False,True,False,False,False,False,False,False,True,False,False,15
Fiesta,0.07500000000000001,0.10979854762238182,5,4,0.3582602294337771,False,False,True,False,False,False,False,False,False,False,True,False,True,False,18
RAV4,0.4,0.7917058435193151,5,4,0.2484510152751365,False,False,False,False,False,False,False,True,False,True,False,False,True,False,18
Accord,0.95,0.23709164382739512,4,5,0.42801055149990797,False,False,False,True,False,False,False,False,False,False,False,True,False,True,20
5 Series,0.875,0.9495835583918485,2,4,0.165818047972517,True,False,False,False,False,False,False,False,False,False,False,True,True,False,19
X5,1.0,0.9604797247284294,5,1,0.1372921906631495,True,False,False,False,False,False,False,False,False,False,False,False,True,False,22
Passat,0.125,0.5366161868752543,5,2,0.23802220722655051,False,False,False,False,False,False,False,False,True,True,False,False,False,False,25
RAV4,0.8500000000000001,0.9773307726675602,4,1,0.16790380958223425,False,False,False,False,False,False,False,True,False,False,False,True,False,True,18
